#FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
/cromwell-executions/amr_analysis/debae9a4-602c-4be3-8604-e592c7d99225/call-run_Abricate/inputs/1729780652/CCI165_S85_contigs.fasta.gz	CCI165_S85_contig_19	40753	43830	+	mdtC	1-3078/3078	===============	0/0	100.00	81.90	card	U00096.1:2158385-2161463	MdtC is a transporter that forms a heteromultimer complex with MdtB to form a multidrug transporter. MdtBC is part of the MdtABC-TolC efflux complex. In the absence of MdtB MdtC can form a homomultimer complex that results in a functioning efflux complex with a narrower drug specificity. mdtC corresponds to 3 loci in Pseudomonas aeruginosa PAO1 (gene name: muxC/muxB) and 3 loci in Pseudomonas aeruginosa LESB58.	aminocoumarin
/cromwell-executions/amr_analysis/debae9a4-602c-4be3-8604-e592c7d99225/call-run_Abricate/inputs/1729780652/CCI165_S85_contigs.fasta.gz	CCI165_S85_contig_19	100957	102396	-	MdtQ	1-1440/1440	===============	0/0	100.00	92.92	card	CP133868.1:5053037-5051597	MdtQ is a putative multidrug resistance outer membrane protein found in carbapenem-resistant Klebsiella pneumoniae.	carbapenem;cephalosporin;cephamycin;monobactam;penam;penem
/cromwell-executions/amr_analysis/debae9a4-602c-4be3-8604-e592c7d99225/call-run_Abricate/inputs/1729780652/CCI165_S85_contigs.fasta.gz	CCI165_S85_contig_2	220754	221116	+	Klebsiella_pneumoniae_KpnE	1-363/363	===============	0/0	100.00	89.26	card	AP006725.1:2483889-2484252	KpnE subunit of KpnEF resembles EbrAB from E. coli. Mutation in KpnEF resulted in increased susceptibility to cefepime ceftriaxon colistin erythromycin rifampin tetracycline and streptomycin as well as enhanced sensitivity toward sodium dodecyl sulfate deoxycholate dyes benzalkonium chloride chlorhexidine and triclosan.	aminoglycoside;cephalosporin;disinfecting_agents_and_antiseptics;macrolide;peptide;rifamycin;tetracycline
/cromwell-executions/amr_analysis/debae9a4-602c-4be3-8604-e592c7d99225/call-run_Abricate/inputs/1729780652/CCI165_S85_contigs.fasta.gz	CCI165_S85_contig_2	221103	221432	+	Klebsiella_pneumoniae_KpnF	1-330/330	===============	0/0	100.00	93.03	card	AP006725.1:2484238-2484568	KpnF subunit of KpnEF resembles EbrAB from E. coli. Mutation in KpnEF resulted in increased susceptibility to cefepime ceftriaxon colistin erythromycin rifampin tetracycline and streptomycin as well as enhanced sensitivity toward sodium dodecyl sulfate deoxycholate dyes benzalkonium chloride chlorhexidine and triclosan.	aminoglycoside;cephalosporin;disinfecting_agents_and_antiseptics;macrolide;peptide;rifamycin;tetracycline
/cromwell-executions/amr_analysis/debae9a4-602c-4be3-8604-e592c7d99225/call-run_Abricate/inputs/1729780652/CCI165_S85_contigs.fasta.gz	CCI165_S85_contig_2	263329	264188	-	OKP-B-17	1-860/861	===============	0/0	99.88	100.00	card	AM850919.2:24-885	OKP-B-17 is a beta-lactamase found in Klebsiella pneumoniae.	cephalosporin;penam
/cromwell-executions/amr_analysis/debae9a4-602c-4be3-8604-e592c7d99225/call-run_Abricate/inputs/1729780652/CCI165_S85_contigs.fasta.gz	CCI165_S85_contig_2	284303	284671	-	marA	1-369/384	===============	0/0	96.09	81.57	card	AP009048.1:1621287-1621671	In the presence of antibiotic stress E. coli overexpresses the global activator protein MarA which besides inducing MDR efflux pump AcrAB also down- regulates synthesis of the porin OmpF.	carbapenem;cephalosporin;cephamycin;disinfecting_agents_and_antiseptics;fluoroquinolone;glycylcycline;monobactam;penam;penem;phenicol;rifamycin;tetracycline
/cromwell-executions/amr_analysis/debae9a4-602c-4be3-8604-e592c7d99225/call-run_Abricate/inputs/1729780652/CCI165_S85_contigs.fasta.gz	CCI165_S85_contig_21	41061	42427	+	cpxA	1-1367/1374	===============	0/0	99.49	81.56	card	BA000007.3:4905062-4903688	CpxA is a membrane-localized sensor kinase that is activated by envelope stress. It starts a kinase cascade that activates CpxR which promotes efflux complex expression.	aminocoumarin;aminoglycoside
/cromwell-executions/amr_analysis/debae9a4-602c-4be3-8604-e592c7d99225/call-run_Abricate/inputs/1729780652/CCI165_S85_contigs.fasta.gz	CCI165_S85_contig_3	196545	196949	+	H-NS	1-405/414	===============	0/0	97.83	87.16	card	BA000007.3:1738104-1737690	H-NS is a histone-like protein involved in global gene regulation in Gram-negative bacteria. It is a repressor of the membrane fusion protein genes acrE mdtE and emrK as well as nearby genes of many RND-type multidrug exporters.	cephalosporin;cephamycin;fluoroquinolone;macrolide;penam;tetracycline
/cromwell-executions/amr_analysis/debae9a4-602c-4be3-8604-e592c7d99225/call-run_Abricate/inputs/1729780652/CCI165_S85_contigs.fasta.gz	CCI165_S85_contig_35	6858	7982	-	Klebsiella_pneumoniae_OmpK37	1-1125/1125	===============	0/0	100.00	92.71	card	AJ011502.1:300-1425	Klebsiella pneumoniae outer membrane porin protein. Is preferentially detected in porin-deficient strains. Functional characterization of this new porin revealed a narrower pore than those of porins OmpK35 and OmpK36 which did not allow penetration by certain beta-lactams. Also when a resistant strain expresses porin OmpK37 is less susceptible to cefotaxime and cefoxitin than when it is expressing either OmpK36 or OmpK35.	carbapenem;cephalosporin;cephamycin;monobactam;penam;penem
/cromwell-executions/amr_analysis/debae9a4-602c-4be3-8604-e592c7d99225/call-run_Abricate/inputs/1729780652/CCI165_S85_contigs.fasta.gz	CCI165_S85_contig_4	63059	64252	+	Klebsiella_pneumoniae_acrA	1-1197/1197	========/======	2/3	99.75	94.90	card	AJ318073.1:793-1990	AcrA is a subunit of the AcrAB multidrug efflux system that is found in K. pneumoniae which is encoded by the acrRAB operon.	cephalosporin;disinfecting_agents_and_antiseptics;fluoroquinolone;glycylcycline;penam;phenicol;rifamycin;tetracycline
/cromwell-executions/amr_analysis/debae9a4-602c-4be3-8604-e592c7d99225/call-run_Abricate/inputs/1729780652/CCI165_S85_contigs.fasta.gz	CCI165_S85_contig_4	64275	67419	+	acrB	1-3148/3150	========/======	1/3	99.84	83.58	card	U00096.3:484403-481253	Protein subunit of AcrA-AcrB-TolC multidrug efflux complex. AcrB functions as a herterotrimer which forms the inner membrane component and is primarily responsible for substrate recognition and energy transduction by acting as a drug/proton antiporter.	cephalosporin;disinfecting_agents_and_antiseptics;fluoroquinolone;glycylcycline;penam;phenicol;rifamycin;tetracycline
/cromwell-executions/amr_analysis/debae9a4-602c-4be3-8604-e592c7d99225/call-run_Abricate/inputs/1729780652/CCI165_S85_contigs.fasta.gz	CCI165_S85_contig_59	2438	3274	-	APH(6)-Id	1-837/837	===============	0/0	100.00	99.88	card	AF024602.1:3155-3992	APH(6)-Id is an aminoglycoside phosphotransferase encoded by plasmids integrative conjugative elements and chromosomal genomic islands in K. pneumoniae Salmonella spp. E. coli Shigella flexneri Providencia alcalifaciens Pseudomonas spp. V. cholerae Edwardsiella tarda Pasteurella multocida and Aeromonas bestiarum.	aminoglycoside
/cromwell-executions/amr_analysis/debae9a4-602c-4be3-8604-e592c7d99225/call-run_Abricate/inputs/1729780652/CCI165_S85_contigs.fasta.gz	CCI165_S85_contig_59	3274	4077	-	APH(3'')-Ib	1-804/804	===============	0/0	100.00	99.88	card	AF313472.2:15593-16397	APH(3'')-Ib is an aminoglycoside phosphotransferase encoded by plasmids transposons integrative conjugative elements and chromosomes in Enterobacteriaceae and Pseudomonas spp.	aminoglycoside
/cromwell-executions/amr_analysis/debae9a4-602c-4be3-8604-e592c7d99225/call-run_Abricate/inputs/1729780652/CCI165_S85_contigs.fasta.gz	CCI165_S85_contig_63	4351	5166	-	sul2	1-816/816	===============	0/0	100.00	100.00	card	AY055428.1:21084-20268	Sul2 is a sulfonamide resistant dihydropteroate synthase of Gram-negative bacteria usually found on small plasmids.	sulfonamide
/cromwell-executions/amr_analysis/debae9a4-602c-4be3-8604-e592c7d99225/call-run_Abricate/inputs/1729780652/CCI165_S85_contigs.fasta.gz	CCI165_S85_contig_7	135724	137447	+	eptB	2-1725/1725	===============	0/0	99.94	94.43	card	FO203501.1:5123640-5125365	eptB is a phosphoethanolamine transferase. It confers resistance to peptide antibiotics.	peptide
/cromwell-executions/amr_analysis/debae9a4-602c-4be3-8604-e592c7d99225/call-run_Abricate/inputs/1729780652/CCI165_S85_contigs.fasta.gz	CCI165_S85_contig_74	1	287	-	qacEdelta1	1-287/348	=============..	0/0	82.47	100.00	card	U49101.1:1490-1838	QacEdelta1 is a resistance gene conferring resistance to antiseptics. It is different from QacE only at the 3'-terminus.	disinfecting_agents_and_antiseptics
/cromwell-executions/amr_analysis/debae9a4-602c-4be3-8604-e592c7d99225/call-run_Abricate/inputs/1729780652/CCI165_S85_contigs.fasta.gz	CCI165_S85_contig_74	451	1242	-	aadA	1-792/792	===============	0/0	100.00	99.75	card	AF550679.1:81768-80976	ANT(3'')-Ia is an aminoglycoside nucleotidyltransferase gene encoded by plasmids transposons integrons in Enterobacteriaceae A. baumannii P. aeruginosa and Vibrio cholerae.	aminoglycoside
/cromwell-executions/amr_analysis/debae9a4-602c-4be3-8604-e592c7d99225/call-run_Abricate/inputs/1729780652/CCI165_S85_contigs.fasta.gz	CCI165_S85_contig_74	1335	1808	-	dfrA1	1-474/474	===============	0/0	100.00	100.00	card	KJ541681.1:19526-20000	dfrA1 is an integron-encoded dihydrofolate reductase.	diaminopyrimidine
/cromwell-executions/amr_analysis/debae9a4-602c-4be3-8604-e592c7d99225/call-run_Abricate/inputs/1729780652/CCI165_S85_contigs.fasta.gz	CCI165_S85_contig_8	44086	45261	+	oqxA	1-1176/1176	===============	0/0	100.00	93.62	card	EU370913.1:46651-47827	RND efflux pump conferring resistance to fluoroquinolone.	diaminopyrimidine;fluoroquinolone;glycylcycline;nitrofuran;tetracycline
/cromwell-executions/amr_analysis/debae9a4-602c-4be3-8604-e592c7d99225/call-run_Abricate/inputs/1729780652/CCI165_S85_contigs.fasta.gz	CCI165_S85_contig_8	45285	48437	+	oqxB	1-3153/3153	===============	0/0	100.00	95.40	card	EU370913.1:47850-51003	RND efflux pump conferring resistance to fluoroquinolone.	diaminopyrimidine;fluoroquinolone;glycylcycline;nitrofuran;tetracycline
/cromwell-executions/amr_analysis/debae9a4-602c-4be3-8604-e592c7d99225/call-run_Abricate/inputs/1729780652/CCI165_S85_contigs.fasta.gz	CCI165_S85_contig_8	111647	112156	+	emrR	1-510/531	===============	0/0	96.05	83.33	card	U00096.3:2810769-2811300	EmrR is a negative regulator for the EmrAB-TolC multidrug efflux pump in E. coli. Mutations lead to EmrAB-TolC overexpression.	fluoroquinolone
/cromwell-executions/amr_analysis/debae9a4-602c-4be3-8604-e592c7d99225/call-run_Abricate/inputs/1729780652/CCI165_S85_contigs.fasta.gz	CCI165_S85_contig_8	112303	113475	+	Klebsiella_pneumoniae_KpnG	1-1173/1173	===============	0/0	100.00	94.63	card	ACWO01000051.1:22092-23265	KpnG consists of ~390 residues and resembles EmrA of E. coli. Disruption of the pump components KpnG-KpnH signficantly decrease resistance to azithromycin ceftazidime ciprofloxacin ertapenem erythromycin gentamicin imipenem ticarcillin norfloxacin polymyxin-B piperacillin spectinomycin tobramycin and streptomycin.	aminoglycoside;carbapenem;cephalosporin;fluoroquinolone;macrolide;penam;penem;peptide
/cromwell-executions/amr_analysis/debae9a4-602c-4be3-8604-e592c7d99225/call-run_Abricate/inputs/1729780652/CCI165_S85_contigs.fasta.gz	CCI165_S85_contig_8	113491	115029	+	Klebsiella_pneumoniae_KpnH	1-1539/1539	===============	0/0	100.00	84.34	card	ASTU01000063.1:61248-62787	KpnH consists of ~511 residues resembles EmrB of E. coli and is probably a translocase in the KpnGH-TolC efflux protein in K. pneumoniae. Disruption of the pump components KpnG-KpnH signficantly decrease resistance to azithromycin ceftazidime ciprofloxacin ertapenem erythromycin gentamicin imipenem ticarcillin norfloxacin polymyxin-B piperacillin spectinomycin tobramycin and streptomycin.	aminoglycoside;carbapenem;cephalosporin;fluoroquinolone;macrolide;penam;penem;peptide
