#FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
/cromwell-executions/amr_analysis/1d1e60f6-0515-4c94-81ab-d72730c1634e/call-run_Abricate/inputs/-24377170/GCF_048590205.1_ASM4859020v1_genomic.fasta.gz	NZ_JBMAZT010000001.1	354747	356807	-	gspD	1-2046/2046	========/======	1/15	100.00	97.48	vfdb	WP_000498818	(gspD) general secretion pathway protein D [T2SS (VF0333) - Effector delivery system (VFC0086)] [Shigella dysenteriae Sd197]	
/cromwell-executions/amr_analysis/1d1e60f6-0515-4c94-81ab-d72730c1634e/call-run_Abricate/inputs/-24377170/GCF_048590205.1_ASM4859020v1_genomic.fasta.gz	NZ_JBMAZT010000001.1	356837	357796	-	gspC	1-960/960	===============	0/0	100.00	96.35	vfdb	WP_000135089	(gspC) general secretion pathway protein C [T2SS (VF0333) - Effector delivery system (VFC0086)] [Shigella dysenteriae Sd197]	
/cromwell-executions/amr_analysis/1d1e60f6-0515-4c94-81ab-d72730c1634e/call-run_Abricate/inputs/-24377170/GCF_048590205.1_ASM4859020v1_genomic.fasta.gz	NZ_JBMAZT010000002.1	116585	117235	-	rcsB	1-651/651	===============	0/0	100.00	84.64	vfdb	WP_002913007	(rcsB) transcriptional regulator RcsB [RcsAB (VF0571) - Regulation (VFC0301)] [Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044]	
/cromwell-executions/amr_analysis/1d1e60f6-0515-4c94-81ab-d72730c1634e/call-run_Abricate/inputs/-24377170/GCF_048590205.1_ASM4859020v1_genomic.fasta.gz	NZ_JBMAZT010000002.1	315960	316814	+	galF	7-861/891	===============	0/0	95.96	81.99	vfdb	WP_001741945	(galF) GalU regulator GalF [Capsule (VF0560) - Immune modulation (VFC0258)] [Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044]	
/cromwell-executions/amr_analysis/1d1e60f6-0515-4c94-81ab-d72730c1634e/call-run_Abricate/inputs/-24377170/GCF_048590205.1_ASM4859020v1_genomic.fasta.gz	NZ_JBMAZT010000002.1	326952	328356	+	gndA	1-1405/1407	===============	0/0	99.86	83.92	vfdb	WP_014907233	(gndA) NADP-dependent phosphogluconate dehydrogenase [Capsule (VF0560) - Immune modulation (VFC0258)] [Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044]	
/cromwell-executions/amr_analysis/1d1e60f6-0515-4c94-81ab-d72730c1634e/call-run_Abricate/inputs/-24377170/GCF_048590205.1_ASM4859020v1_genomic.fasta.gz	NZ_JBMAZT010000004.1	170939	171655	+	cfaA	1-717/717	===============	0/0	100.00	99.86	vfdb	WP_000225871	(cfaA) colonisation factor antigen a chaperone [Adhesive fimbriae (VF0213) - Adherence (VFC0001)] [Escherichia coli E24377A]	
/cromwell-executions/amr_analysis/1d1e60f6-0515-4c94-81ab-d72730c1634e/call-run_Abricate/inputs/-24377170/GCF_048590205.1_ASM4859020v1_genomic.fasta.gz	NZ_JBMAZT010000004.1	171685	172185	+	cfaB	1-501/501	===============	0/0	100.00	100.00	vfdb	WP_000755097	(cfaB) colonization factor antigen 1 [Adhesive fimbriae (VF0213) - Adherence (VFC0001)] [Escherichia coli E24377A]	
/cromwell-executions/amr_analysis/1d1e60f6-0515-4c94-81ab-d72730c1634e/call-run_Abricate/inputs/-24377170/GCF_048590205.1_ASM4859020v1_genomic.fasta.gz	NZ_JBMAZT010000004.1	172277	174961	+	cfaC	1-2685/2685	===============	0/0	100.00	99.96	vfdb	WP_000358674	(cfaC) colonisation factor antigen c usher [Adhesive fimbriae (VF0213) - Adherence (VFC0001)] [Escherichia coli E24377A]	
/cromwell-executions/amr_analysis/1d1e60f6-0515-4c94-81ab-d72730c1634e/call-run_Abricate/inputs/-24377170/GCF_048590205.1_ASM4859020v1_genomic.fasta.gz	NZ_JBMAZT010000004.1	174958	176045	+	cfaD/cfaE	1-1089/1089	========/======	1/1	99.91	99.91	vfdb	WP_001245988	(cfaD/cfaE) minor pilin and initiator [Adhesive fimbriae (VF0213) - Adherence (VFC0001)] [Escherichia coli E24377A]	
/cromwell-executions/amr_analysis/1d1e60f6-0515-4c94-81ab-d72730c1634e/call-run_Abricate/inputs/-24377170/GCF_048590205.1_ASM4859020v1_genomic.fasta.gz	NZ_JBMAZT010000006.1	153917	154586	+	phoP	4-673/675	===============	0/0	99.26	81.94	vfdb	NP_460201	(phoP) response regulator in two-component regulatory system with PhoQ [PhoPQ (VF0111) - Regulation (VFC0301)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
/cromwell-executions/amr_analysis/1d1e60f6-0515-4c94-81ab-d72730c1634e/call-run_Abricate/inputs/-24377170/GCF_048590205.1_ASM4859020v1_genomic.fasta.gz	NZ_JBMAZT010000006.1	207122	208171	-	flgI	49-1098/1098	========/======	2/2	95.54	80.88	vfdb	WP_013097134	(flgI) flagellar basal body P-ring protein FlgI [Flagella (VF1400) - Motility (VFC0204)] [Enterobacter cloacae strain M12X01451]	
/cromwell-executions/amr_analysis/1d1e60f6-0515-4c94-81ab-d72730c1634e/call-run_Abricate/inputs/-24377170/GCF_048590205.1_ASM4859020v1_genomic.fasta.gz	NZ_JBMAZT010000006.1	208231	208929	-	flgH	1-699/699	========/======	2/4	99.71	81.31	vfdb	WP_003857987	(flgH) flagellar basal body L-ring protein FlgH [Flagella (VF1400) - Motility (VFC0204)] [Enterobacter cloacae strain M12X01451]	
/cromwell-executions/amr_analysis/1d1e60f6-0515-4c94-81ab-d72730c1634e/call-run_Abricate/inputs/-24377170/GCF_048590205.1_ASM4859020v1_genomic.fasta.gz	NZ_JBMAZT010000006.1	208982	209764	-	flgG	1-783/783	===============	0/0	100.00	84.93	vfdb	WP_008500810	(flgG) flagellar basal-body rod protein FlgG [Flagella (VF1400) - Motility (VFC0204)] [Enterobacter cloacae strain M12X01451]	
/cromwell-executions/amr_analysis/1d1e60f6-0515-4c94-81ab-d72730c1634e/call-run_Abricate/inputs/-24377170/GCF_048590205.1_ASM4859020v1_genomic.fasta.gz	NZ_JBMAZT010000006.1	212614	213018	-	flgC	1-405/405	===============	0/0	100.00	82.96	vfdb	WP_013097138	(flgC) flagellar basal body rod protein FlgC [Flagella (VF1400) - Motility (VFC0204)] [Enterobacter cloacae strain M12X01451]	
/cromwell-executions/amr_analysis/1d1e60f6-0515-4c94-81ab-d72730c1634e/call-run_Abricate/inputs/-24377170/GCF_048590205.1_ASM4859020v1_genomic.fasta.gz	NZ_JBMAZT010000006.1	239166	239498	-	csgC	1-333/333	===============	0/0	100.00	98.20	vfdb	WP_000992818	(csgC) curli assembly protein CsgC [Curli fibers (VF1138) - Adherence (VFC0001)] [Escherichia coli O25b:H4-ST131]	
/cromwell-executions/amr_analysis/1d1e60f6-0515-4c94-81ab-d72730c1634e/call-run_Abricate/inputs/-24377170/GCF_048590205.1_ASM4859020v1_genomic.fasta.gz	NZ_JBMAZT010000006.1	239557	240012	-	csgA	1-459/459	========/======	1/3	99.35	91.50	vfdb	WP_000771429	(csgA) curlin major subunit CsgA [Curli fibers (VF1138) - Adherence (VFC0001)] [Escherichia coli O25b:H4-ST131]	
/cromwell-executions/amr_analysis/1d1e60f6-0515-4c94-81ab-d72730c1634e/call-run_Abricate/inputs/-24377170/GCF_048590205.1_ASM4859020v1_genomic.fasta.gz	NZ_JBMAZT010000006.1	240053	240508	-	csgB	1-456/456	===============	0/0	100.00	99.56	vfdb	WP_000791650	(csgB) curlin minor subunit CsgB [Curli fibers (VF1138) - Adherence (VFC0001)] [Escherichia coli O25b:H4-ST131]	
/cromwell-executions/amr_analysis/1d1e60f6-0515-4c94-81ab-d72730c1634e/call-run_Abricate/inputs/-24377170/GCF_048590205.1_ASM4859020v1_genomic.fasta.gz	NZ_JBMAZT010000006.1	241262	241912	+	cgsD	1-651/651	===============	0/0	100.00	99.23	vfdb	WP_000481500	(cgsD) transcriptional regulator CsgD [Curli fibers (VF1138) - Adherence (VFC0001)] [Escherichia coli O25b:H4-ST131]	
/cromwell-executions/amr_analysis/1d1e60f6-0515-4c94-81ab-d72730c1634e/call-run_Abricate/inputs/-24377170/GCF_048590205.1_ASM4859020v1_genomic.fasta.gz	NZ_JBMAZT010000006.1	241917	242306	+	cgsE	1-390/390	===============	0/0	100.00	98.97	vfdb	WP_000833288	(cgsE) curli production assembly/transport protein CsgE [Curli fibers (VF1138) - Adherence (VFC0001)] [Escherichia coli O25b:H4-ST131]	
/cromwell-executions/amr_analysis/1d1e60f6-0515-4c94-81ab-d72730c1634e/call-run_Abricate/inputs/-24377170/GCF_048590205.1_ASM4859020v1_genomic.fasta.gz	NZ_JBMAZT010000006.1	242331	242747	+	cgsF	1-417/417	===============	0/0	100.00	98.32	vfdb	WP_001264082	(cgsF) curli production assembly/transport protein CsgF [Curli fibers (VF1138) - Adherence (VFC0001)] [Escherichia coli O25b:H4-ST131]	
/cromwell-executions/amr_analysis/1d1e60f6-0515-4c94-81ab-d72730c1634e/call-run_Abricate/inputs/-24377170/GCF_048590205.1_ASM4859020v1_genomic.fasta.gz	NZ_JBMAZT010000006.1	242774	243607	+	cgsG	1-834/834	===============	0/0	100.00	97.48	vfdb	WP_001189322	(cgsG) curli production assembly/transport protein CsgG [Curli fibers (VF1138) - Adherence (VFC0001)] [Escherichia coli O25b:H4-ST131]	
/cromwell-executions/amr_analysis/1d1e60f6-0515-4c94-81ab-d72730c1634e/call-run_Abricate/inputs/-24377170/GCF_048590205.1_ASM4859020v1_genomic.fasta.gz	NZ_JBMAZT010000007.1	172303	173355	-	ompA	1-1041/1041	========/======	1/12	100.00	94.30	vfdb	AAF37887	(ompA) outer membrane protein A [OmpA (VF0236) - Invasion (VFC0083)] [Escherichia coli O18:K1:H7 str. RS218]	
/cromwell-executions/amr_analysis/1d1e60f6-0515-4c94-81ab-d72730c1634e/call-run_Abricate/inputs/-24377170/GCF_048590205.1_ASM4859020v1_genomic.fasta.gz	NZ_JBMAZT010000008.1	121073	123146	-	flhA	6-2079/2079	===============	0/0	99.76	82.11	vfdb	WP_020687642	(flhA) flagellar biosynthesis protein FlhA [Flagella (VF1400) - Motility (VFC0204)] [Enterobacter cloacae strain M12X01451]	
/cromwell-executions/amr_analysis/1d1e60f6-0515-4c94-81ab-d72730c1634e/call-run_Abricate/inputs/-24377170/GCF_048590205.1_ASM4859020v1_genomic.fasta.gz	NZ_JBMAZT010000008.1	124494	125138	-	cheZ	1-645/645	===============	0/0	100.00	80.16	vfdb	WP_013096065	(cheZ) protein phosphatase CheZ [Flagella (VF1400) - Motility (VFC0204)] [Enterobacter cloacae strain M12X01451]	
/cromwell-executions/amr_analysis/1d1e60f6-0515-4c94-81ab-d72730c1634e/call-run_Abricate/inputs/-24377170/GCF_048590205.1_ASM4859020v1_genomic.fasta.gz	NZ_JBMAZT010000008.1	125149	125538	-	cheY	1-390/390	===============	0/0	100.00	83.85	vfdb	WP_008500431	(cheY) chemotaxis response regulator CheY [Flagella (VF1400) - Motility (VFC0204)] [Enterobacter cloacae strain M12X01451]	
/cromwell-executions/amr_analysis/1d1e60f6-0515-4c94-81ab-d72730c1634e/call-run_Abricate/inputs/-24377170/GCF_048590205.1_ASM4859020v1_genomic.fasta.gz	NZ_JBMAZT010000008.1	125555	126602	-	cheB	1-1048/1050	===============	0/0	99.81	82.35	vfdb	WP_003859716	(cheB) protein-glutamate methylesterase/protein-glutamine glutaminase [Flagella (VF1400) - Motility (VFC0204)] [Enterobacter cloacae strain M12X01451]	
/cromwell-executions/amr_analysis/1d1e60f6-0515-4c94-81ab-d72730c1634e/call-run_Abricate/inputs/-24377170/GCF_048590205.1_ASM4859020v1_genomic.fasta.gz	NZ_JBMAZT010000008.1	130952	131440	-	cheW	1-489/504	===============	0/0	97.02	83.03	vfdb	WP_013096054	(cheW) chemotaxis protein CheW [Flagella (VF1400) - Motility (VFC0204)] [Enterobacter cloacae strain M12X01451]	
/cromwell-executions/amr_analysis/1d1e60f6-0515-4c94-81ab-d72730c1634e/call-run_Abricate/inputs/-24377170/GCF_048590205.1_ASM4859020v1_genomic.fasta.gz	NZ_JBMAZT010000008.1	133505	134293	-	motB	67-855/930	.=============.	0/0	84.84	80.48	vfdb	WP_013096052	(motB) flagellar motor protein MotB [Flagella (VF1400) - Motility (VFC0204)] [Enterobacter cloacae strain M12X01451]	
/cromwell-executions/amr_analysis/1d1e60f6-0515-4c94-81ab-d72730c1634e/call-run_Abricate/inputs/-24377170/GCF_048590205.1_ASM4859020v1_genomic.fasta.gz	NZ_JBMAZT010000008.1	134353	135240	-	motA	1-888/888	===============	0/0	100.00	82.21	vfdb	WP_008500417	(motA) flagellar motor stator protein MotA [Flagella (VF1400) - Motility (VFC0204)] [Enterobacter cloacae strain M12X01451]	
/cromwell-executions/amr_analysis/1d1e60f6-0515-4c94-81ab-d72730c1634e/call-run_Abricate/inputs/-24377170/GCF_048590205.1_ASM4859020v1_genomic.fasta.gz	NZ_JBMAZT010000008.1	135367	135945	-	flhC	1-579/579	========/======	2/2	99.83	81.90	vfdb	WP_013096051	(flhC) flagellar transcriptional regulator FlhC [Flagella (VF1400) - Motility (VFC0204)] [Enterobacter cloacae strain M12X01451]	
/cromwell-executions/amr_analysis/1d1e60f6-0515-4c94-81ab-d72730c1634e/call-run_Abricate/inputs/-24377170/GCF_048590205.1_ASM4859020v1_genomic.fasta.gz	NZ_JBMAZT010000008.1	168494	168802	-	fliE	4-315/315	========/======	1/3	98.10	81.73	vfdb	WP_013097729	(fliE) flagellar hook-basal body complex protein FliE [Flagella (VF1400) - Motility (VFC0204)] [Enterobacter cloacae strain M12X01451]	
/cromwell-executions/amr_analysis/1d1e60f6-0515-4c94-81ab-d72730c1634e/call-run_Abricate/inputs/-24377170/GCF_048590205.1_ASM4859020v1_genomic.fasta.gz	NZ_JBMAZT010000008.1	170674	171667	+	fliG	1-997/999	========/======	3/5	99.40	86.67	vfdb	WP_008500327	(fliG) flagellar motor switch protein FliG [Flagella (VF1400) - Motility (VFC0204)] [Enterobacter cloacae strain M12X01451]	
/cromwell-executions/amr_analysis/1d1e60f6-0515-4c94-81ab-d72730c1634e/call-run_Abricate/inputs/-24377170/GCF_048590205.1_ASM4859020v1_genomic.fasta.gz	NZ_JBMAZT010000008.1	172348	173709	+	fliI	1-1362/1371	========/======	4/4	99.20	82.04	vfdb	WP_013097732	(fliI) flagellar protein export ATPase FliI [Flagella (VF1400) - Motility (VFC0204)] [Enterobacter cloacae strain M12X01451]	
/cromwell-executions/amr_analysis/1d1e60f6-0515-4c94-81ab-d72730c1634e/call-run_Abricate/inputs/-24377170/GCF_048590205.1_ASM4859020v1_genomic.fasta.gz	NZ_JBMAZT010000008.1	175881	176885	+	fliM	1-1005/1005	===============	0/0	100.00	84.58	vfdb	WP_013097736	(fliM) flagellar motor switch protein FliM [Flagella (VF1400) - Motility (VFC0204)] [Enterobacter cloacae strain M12X01451]	
/cromwell-executions/amr_analysis/1d1e60f6-0515-4c94-81ab-d72730c1634e/call-run_Abricate/inputs/-24377170/GCF_048590205.1_ASM4859020v1_genomic.fasta.gz	NZ_JBMAZT010000008.1	176882	177294	+	fliN	1-413/414	===============	0/0	99.76	85.23	vfdb	WP_008500318	(fliN) flagellar motor switch protein FliN [Flagella (VF1400) - Motility (VFC0204)] [Enterobacter cloacae strain M12X01451]	
/cromwell-executions/amr_analysis/1d1e60f6-0515-4c94-81ab-d72730c1634e/call-run_Abricate/inputs/-24377170/GCF_048590205.1_ASM4859020v1_genomic.fasta.gz	NZ_JBMAZT010000008.1	177723	178396	+	fliP	61-734/738	.=======/======	2/4	91.06	82.25	vfdb	WP_013097738	(fliP) flagellar type III secretion system pore protein FliP [Flagella (VF1400) - Motility (VFC0204)] [Enterobacter cloacae strain M12X01451]	
/cromwell-executions/amr_analysis/1d1e60f6-0515-4c94-81ab-d72730c1634e/call-run_Abricate/inputs/-24377170/GCF_048590205.1_ASM4859020v1_genomic.fasta.gz	NZ_JBMAZT010000008.1	178410	178675	+	fliQ	1-266/270	===============	0/0	98.52	81.95	vfdb	WP_008500315	(fliQ) flagellar biosynthesis protein FliQ [Flagella (VF1400) - Motility (VFC0204)] [Enterobacter cloacae strain M12X01451]	
/cromwell-executions/amr_analysis/1d1e60f6-0515-4c94-81ab-d72730c1634e/call-run_Abricate/inputs/-24377170/GCF_048590205.1_ASM4859020v1_genomic.fasta.gz	NZ_JBMAZT010000009.1	15260	16681	-	espX1	1-1422/1422	===============	0/0	100.00	94.73	vfdb	WP_000129338	(espX1) Type III secretion system effector EspX1 [TTSS secreted effectors (VF1110) - Effector delivery system (VFC0086)] [Escherichia coli O157:H7 str. EDL933]	
/cromwell-executions/amr_analysis/1d1e60f6-0515-4c94-81ab-d72730c1634e/call-run_Abricate/inputs/-24377170/GCF_048590205.1_ASM4859020v1_genomic.fasta.gz	NZ_JBMAZT010000010.1	11407	13275	-	espL1	1-1899/1899	========/======	2/30	98.42	95.26	vfdb	WP_000081129	(espL1) Type III secretion system effector espL1 [TTSS secreted effectors (VF1110) - Effector delivery system (VFC0086)] [Escherichia coli O157:H7 str. EDL933]	
/cromwell-executions/amr_analysis/1d1e60f6-0515-4c94-81ab-d72730c1634e/call-run_Abricate/inputs/-24377170/GCF_048590205.1_ASM4859020v1_genomic.fasta.gz	NZ_JBMAZT010000012.1	39517	41097	+	espX4	1-1581/1581	========/======	2/2	99.94	92.92	vfdb	WP_000900547	(espX4) Type III secretion system effector EspX4 [TTSS secreted effectors (VF1110) - Effector delivery system (VFC0086)] [Escherichia coli O157:H7 str. EDL933]	
/cromwell-executions/amr_analysis/1d1e60f6-0515-4c94-81ab-d72730c1634e/call-run_Abricate/inputs/-24377170/GCF_048590205.1_ASM4859020v1_genomic.fasta.gz	NZ_JBMAZT010000012.1	70647	71939	-	espX5	1-1293/1293	===============	0/0	100.00	96.06	vfdb	WP_001270087	(espX5) Type III secretion system effector EspX5 [TTSS secreted effectors (VF1111) - Effector delivery system (VFC0086)] [Escherichia coli O55:H7 str. CB9615]	
/cromwell-executions/amr_analysis/1d1e60f6-0515-4c94-81ab-d72730c1634e/call-run_Abricate/inputs/-24377170/GCF_048590205.1_ASM4859020v1_genomic.fasta.gz	NZ_JBMAZT010000012.1	114401	115069	-	pmrA	1-669/669	===============	0/0	100.00	81.61	vfdb	NP_463157	(pmrA) response regulator PmrA [PmrAB (VF1355) - Regulation (VFC0301)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
/cromwell-executions/amr_analysis/1d1e60f6-0515-4c94-81ab-d72730c1634e/call-run_Abricate/inputs/-24377170/GCF_048590205.1_ASM4859020v1_genomic.fasta.gz	NZ_JBMAZT010000013.1	11409	12791	+	ibeB	1-1383/1383	===============	0/0	100.00	96.67	vfdb	WP_000074207	(ibeB) Cu(+)/Ag(+) efflux RND transporter outer membrane channel CusC [Ibes (VF0237) - Invasion (VFC0083)] [Escherichia coli O45:K1:H7 str. S88]	
/cromwell-executions/amr_analysis/1d1e60f6-0515-4c94-81ab-d72730c1634e/call-run_Abricate/inputs/-24377170/GCF_048590205.1_ASM4859020v1_genomic.fasta.gz	NZ_JBMAZT010000013.1	24273	24893	-	entD	1-621/621	===============	0/0	100.00	94.20	vfdb	WP_001375021	(entD) phosphopantetheinyl transferase component of enterobactin synthase multienzyme complex [Enterobactin (VF0228) - Nutritional/Metabolic factor (VFC0272)] [Escherichia coli CFT073]	
/cromwell-executions/amr_analysis/1d1e60f6-0515-4c94-81ab-d72730c1634e/call-run_Abricate/inputs/-24377170/GCF_048590205.1_ASM4859020v1_genomic.fasta.gz	NZ_JBMAZT010000013.1	25068	27308	-	fepA	1-2241/2241	===============	0/0	100.00	97.59	vfdb	WP_001034892	(fepA) ferrienterobactin outer membrane transporter [Enterobactin (VF0228) - Nutritional/Metabolic factor (VFC0272)] [Escherichia coli CFT073]	
/cromwell-executions/amr_analysis/1d1e60f6-0515-4c94-81ab-d72730c1634e/call-run_Abricate/inputs/-24377170/GCF_048590205.1_ASM4859020v1_genomic.fasta.gz	NZ_JBMAZT010000013.1	27551	28753	+	fes	1-1203/1203	===============	0/0	100.00	96.76	vfdb	WP_000125846	(fes) enterobactin/ferric enterobactin esterase [Enterobactin (VF0228) - Nutritional/Metabolic factor (VFC0272)] [Escherichia coli CFT073]	
/cromwell-executions/amr_analysis/1d1e60f6-0515-4c94-81ab-d72730c1634e/call-run_Abricate/inputs/-24377170/GCF_048590205.1_ASM4859020v1_genomic.fasta.gz	NZ_JBMAZT010000013.1	28971	32824	+	entF	1-3854/3882	===============	0/0	99.28	95.69	vfdb	WP_000077767	(entF) enterobactin synthase multienzyme complex component ATP-dependent [Enterobactin (VF0228) - Nutritional/Metabolic factor (VFC0272)] [Escherichia coli CFT073]	
/cromwell-executions/amr_analysis/1d1e60f6-0515-4c94-81ab-d72730c1634e/call-run_Abricate/inputs/-24377170/GCF_048590205.1_ASM4859020v1_genomic.fasta.gz	NZ_JBMAZT010000013.1	33068	34201	+	fepE	1-1134/1134	===============	0/0	100.00	91.62	vfdb	WP_000096764	(fepE) LPS O-antigen length regulator [Enterobactin (VF0228) - Nutritional/Metabolic factor (VFC0272)] [Escherichia coli CFT073]	
/cromwell-executions/amr_analysis/1d1e60f6-0515-4c94-81ab-d72730c1634e/call-run_Abricate/inputs/-24377170/GCF_048590205.1_ASM4859020v1_genomic.fasta.gz	NZ_JBMAZT010000013.1	34198	35013	-	fepC	1-816/816	===============	0/0	100.00	97.06	vfdb	WP_000140634	(fepC) ferrienterobactin ABC transporter ATPase [Enterobactin (VF0228) - Nutritional/Metabolic factor (VFC0272)] [Escherichia coli CFT073]	
/cromwell-executions/amr_analysis/1d1e60f6-0515-4c94-81ab-d72730c1634e/call-run_Abricate/inputs/-24377170/GCF_048590205.1_ASM4859020v1_genomic.fasta.gz	NZ_JBMAZT010000013.1	35010	36002	-	fepG	1-993/993	===============	0/0	100.00	94.86	vfdb	WP_000640938	(fepG) iron-enterobactin ABC transporter permease [Enterobactin (VF0228) - Nutritional/Metabolic factor (VFC0272)] [Escherichia coli CFT073]	
/cromwell-executions/amr_analysis/1d1e60f6-0515-4c94-81ab-d72730c1634e/call-run_Abricate/inputs/-24377170/GCF_048590205.1_ASM4859020v1_genomic.fasta.gz	NZ_JBMAZT010000013.1	35999	37003	-	fepD	1-1005/1005	===============	0/0	100.00	95.72	vfdb	WP_001443194	(fepD) ferrienterobactin ABC transporter permease [Enterobactin (VF0228) - Nutritional/Metabolic factor (VFC0272)] [Escherichia coli CFT073]	
/cromwell-executions/amr_analysis/1d1e60f6-0515-4c94-81ab-d72730c1634e/call-run_Abricate/inputs/-24377170/GCF_048590205.1_ASM4859020v1_genomic.fasta.gz	NZ_JBMAZT010000013.1	37114	38364	+	entS	1-1251/1251	===============	0/0	100.00	95.60	vfdb	WP_001041793	(entS) enterobactin exporter iron-regulated [Enterobactin (VF0228) - Nutritional/Metabolic factor (VFC0272)] [Escherichia coli CFT073]	
